# ML Zoomcamp 2026 full distrust audit; active occurrence rows are final state.
# Contact sheets: all nine module sheets reviewed; native/lesson-size spot checks included.
# Status is explicit per occurrence: final active rows PASS; pre-fix action rows FAIL with disposition.
record	status	disposition	module	lesson	line	reference	alt_or_label	source_type	dimensions	crispness	overlays	fidelity	context_before	context_after	note	remote_check
active	PASS	KEEP	08-deep-learning	04-conv-neural-nets.md	248	https://github.com/user-attachments/assets/5465dc2e-402d-41c9-a6fb-3ecfdc384796	HTML img	external diagram	remote	PASS	none	PASS	* padding: Number of pixels added around the input to control output size. Default is 0.	Output size after Conv2d image	remote diagram matches surrounding stride/padding explanation	HTTP 200 (verified)
active	PASS	KEEP	08-deep-learning	04-conv-neural-nets.md	248	https://github.com/user-attachments/assets/c8a57bb4-c454-4169-b18c-41b79449bbe6	HTML img	external diagram	remote	PASS	none	PASS	* padding: Number of pixels added around the input to control output size. Default is 0.	Output size after Conv2d image	remote diagram matches surrounding stride/padding explanation	HTTP 200 (verified)
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	36	images/05-transfer-learning-01-transfer-learning-idea-imagegen.png	The convolutional layers are generic and stay; the dense layers are specific to ImageNet and get replaced	conceptual imagegen	1619x971	PASS	none	PASS	even exist in ImageNet.	So the plan is:		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	91	images/05-transfer-learning-02-found-3068-images-crisp.png	The train generator found 3068 images belonging to 10 classes	original screenshot	3000x2160	PASS	none	PASS	3068 images belonging to 10 classes:	We can look at which classes it found with `train_ds.class_indices`:		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	95	images/05-transfer-learning-03-class-indices-one-hot-crisp.png	The class indices: dress, hat, longsleeve, outwear, pants, shirt, shoes, shorts, skirt, t-shirt	original screenshot	3000x2160	PASS	none	PASS	We can look at which classes it found with `train_ds.class_indices`:	The first class is dress, then hat, longsleeve, outwear, pants, and so		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	147	images/05-transfer-learning-04-validation-341-crisp.png	The validation generator finds 341 images; below it, the Xception base model	original screenshot	3000x2160	PASS	none	PASS	we can already start writing the base model:	## Building the model		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	214	images/05-transfer-learning-05-pooling-vectors-crisp.png	Pooling: the 5x5x2048 output of the base model becomes one vector per image	original screenshot	2736x2022	PASS	none	PASS	take the average of each square, and put that average into the vector:	Taking something and representing it in a smaller dimensionality is		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	239	images/05-transfer-learning-06-dense-10-outputs-crisp.png	The dense layer with 10 outputs; the predictions have shape (32, 10)	original screenshot	3000x2160	PASS	none	PASS	```	So the whole picture: the t-shirt image goes to inputs, from there to		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	341	images/05-transfer-learning-07-training-output-crisp.png	Training output: loss goes down and accuracy grows on train, validation accuracy shown after each epoch	original screenshot	3000x2160	PASS	none	PASS	variable.	Now training works: the accuracy on train grows, the loss goes down.		
active	PASS	KEEP	08-deep-learning	05-transfer-learning.md	357	images/05-transfer-learning-08-history-plot-crisp.png	Train accuracy almost reaches 1.0 while validation accuracy oscillates around 0.80	original screenshot	3000x2160	PASS	none	PASS	rest of the iterations - sometimes it jumps up, sometimes down.	With just these parameters - no tuning - we already have a reasonably		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	49	images/06-learning-rate-01-book-analogy-imagegen.png	The book analogy: reading fast is a high learning rate and validates poorly (overfit), reading slowly is a low learning rate and also validates poorly (underfit)	conceptual imagegen	1444x1089	PASS	none	PASS	to find the right balance.	## Wrapping the model in a function		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	90	images/06-learning-rate-02-make-model-crisp.png	The make_model function: the base model, the new top, and the optimizer/loss/compile part	original screenshot	3000x2160	PASS	none	PASS	```	Inside, everything is exactly what we had before: the base model with		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	121	images/06-learning-rate-03-scores-loop-crisp.png	The training loop: one model per learning rate, the histories stored in the scores dictionary	original screenshot	3000x2160	PASS	none	PASS	```	We try `0.0001` and `0.001` - smaller than the `0.01` we used before -		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	146	images/06-learning-rate-04-train-accuracy-crisp.png	Training accuracy for the four learning rates: 0.0001 is the slow blue curve at the bottom	original screenshot	3000x2160	PASS	none	PASS	others are higher.	Now the same for validation:		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	162	images/06-learning-rate-05-val-accuracy-crisp.png	Validation accuracy for the four learning rates: the slow 0.0001 curve is still catching up	original screenshot	3000x2160	PASS	none	PASS	compare only `0.001` and `0.01`:	```python		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	169	images/06-learning-rate-06-two-lr-validation-crisp.png	Validation accuracy for 0.001 and 0.01 after deleting the other two learning rates from scores	original screenshot	3000x2160	PASS	none	PASS	```	`0.001` is better on validation in general - it's better in all cases		
active	PASS	KEEP	08-deep-learning	06-learning-rate.md	184	images/06-learning-rate-07-select-001-crisp.png	Comparing train and validation curves for 0.001 and 0.01: the gap is bigger for 0.01	original screenshot	3000x2160	PASS	none	PASS	```	It turns out `0.01` is better on the training data, but worse on		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	22	images/07-checkpointing-01-oscillation-crisp.png	The validation accuracy of the tuned model reaches 82.5% around epoch 8 and ends at 82%	original screenshot	3000x2160	PASS	none	PASS	for 10 epochs we end up with a model that's a bit worse - around 82%.	The model at epoch 8 is sweeter - it can identify some of the pictures		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	44	images/07-checkpointing-02-callbacks-imagegen.png	After each epoch the model is evaluated on validation, and then callbacks are invoked	conceptual imagegen	1508x1043	PASS	none	PASS	`ModelCheckpoint`.	## Saving a model		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	87	images/07-checkpointing-03-filename-template-crisp.png	Filling the filename template with format produces xception_v1_12_0.840.h5	original screenshot	3000x2160	PASS	none	PASS	disk will be called `xception_v1_03_0.836.h5`.	Then `save_best_only`. Say after the first epoch the validation		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	98	images/07-checkpointing-04-save-best-only-imagegen.png	The save_best_only drawing: the model is saved on improvements and skipped when the accuracy is worse than the best	conceptual imagegen	1508x1043	PASS	none	PASS	`True`, we save only when there's an improvement.	To decide whether the model improved, the callback needs to know which		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	127	images/07-checkpointing-05-checkpoint-and-fit-crisp.png	The ModelCheckpoint cell and the fit call with the callbacks parameter	original screenshot	3000x2160	PASS	none	PASS	```	While this trains, we can watch the folder: every time the validation		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	135	images/07-checkpointing-06-checkpoint-files-crisp.png	Checkpoint files created during training: one file per improvement	original screenshot	3000x2160	PASS	none	PASS	improvement adds a file.	The improvements continue up to epoch 6. Epoch 7 is half a percent		
active	PASS	KEEP	08-deep-learning	07-checkpointing.md	149	images/07-checkpointing-07-best-model-crisp.png	Keeping only the best checkpoint: xception_v1_06_0.836.h5	original screenshot	3000x2160	PASS	none	PASS	rate we tuned.	In the next lesson we will increment the version - v1 becomes v2 - by		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	28	images/08-more-layers-01-inner-layer-diagram-imagegen.png	The diagram with an inner dense layer between the vector representation and the output	conceptual imagegen	1536x1024	PASS	none	PASS	transformation.	Each activation takes the raw scores coming out of a dense layer and		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	39	images/08-more-layers-02-activation-functions-crisp.png	The CS231n notes on the ReLU activation function: f(x) = max(0, x)	original screenshot	2880x2160	PASS	none	PASS	[CS231n course notes](http://cs231n.stanford.edu/2017/).	Here's the updated `make_model` function - the only change is the		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	80	images/08-more-layers-03-relu-in-code-crisp.png	The notebook with the inner layer: Dense(size_inner, activation='relu') between the vectors and the output	original screenshot	3000x2082	PASS	none	PASS	```	The inner layer size is a hyperparameter, like the learning rate. We		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	103	images/08-more-layers-04-tuning-sizes-crisp.png	The tuning loop: training models with inner layer sizes 10, 100 and 1000	original screenshot	3000x2082	PASS	none	PASS	```	While the models train, we can check that the GPU is actually being		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	109	images/08-more-layers-05-nvidia-smi-crisp.png	nvidia-smi showing a Tesla K80 GPU at 95% utilization during training	original screenshot	3300x1794	PASS	none	PASS	command-line utility from NVIDIA that shows GPU utilization:	Here the GPU is utilized at 95%, so we're using it effectively. If		
active	PASS	KEEP	08-deep-learning	08-more-layers.md	128	images/08-more-layers-06-val-accuracy-plot-crisp.png	Validation accuracy for sizes 10, 100 and 1000: all close, no clear winner	original screenshot	3000x2082	PASS	none	PASS	```	The curves for all three sizes are close to each other: validation		
active	PASS	KEEP	08-deep-learning	09-dropout.md	25	images/09-dropout-01-motivation-logo-imagegen.png	A t-shirt with a logo: training for 10 epochs means the model sees this image 10 times	conceptual imagegen	1696x927	PASS	none	PASS	bigger picture: the shape of the item, not the details.	## The dropout idea		
active	PASS	KEEP	08-deep-learning	09-dropout.md	35	images/09-dropout-02-hiding-input-imagegen.png	What if we could randomly hide a part of the input - the same shirt with different parts covered	conceptual imagegen	1024x1536	PASS	none	PASS	twice.	Take a dense layer with 4 inputs and 3 outputs. With dropout,		
active	PASS	KEEP	08-deep-learning	09-dropout.md	43	images/09-dropout-03-frozen-neuron-imagegen.png	The inner layer with one neuron frozen for this training step - its connections don't get updated	conceptual imagegen	1693x929	PASS	none	PASS	parts, including the frozen ones.	The `droprate` parameter controls how much is hidden: with		
active	PASS	KEEP	08-deep-learning	09-dropout.md	90	images/09-dropout-04-v3-diagram-imagegen.png	Version 3 of the model: vectors, inner Dense(100), dropout, Dense(10) outputs	conceptual imagegen	1817x866	PASS	none	PASS	```	## Experimenting with droprate		
active	PASS	KEEP	08-deep-learning	09-dropout.md	127	images/09-dropout-05-tuning-dropout-crisp.png	The tuning loop: training models with dropout rates 0.0, 0.2, 0.5 and 0.8 for 30 epochs	original screenshot	3000x2076	PASS	none	PASS	last one.	Looking at the results: without dropout, training accuracy quickly		
active	PASS	KEEP	08-deep-learning	09-dropout.md	137	images/09-dropout-07-dropout-02-vs-train-crisp.png	Dropout 0.2: validation accuracy peaks slightly above 0.84 and then oscillates around 0.83	original screenshot	3000x2076	PASS	none	PASS	of the previous unit.	One caveat: the single spike of the 0.5 curve to 0.85 looks more like		
active	PASS	KEEP	08-deep-learning	09-dropout.md	154	images/09-dropout-06-val-accuracy-dropout-crisp.png	Validation accuracy for the four dropout rates: 0.8 is the worst, two spikes reach almost 0.85	original screenshot	3000x2076	PASS	none	PASS	```	It also helps to zoom in on the two curves with the best validation		
active	PASS	KEEP	08-deep-learning	09-dropout.md	169	images/09-dropout-08-no-regularization-overfit-crisp.png	Dropout 0.0: the training accuracy quickly reaches 100% while validation stays around 0.84	original screenshot	3000x2076	PASS	none	PASS	```	In the end, `droprate=0.2` is the choice: it's not too large, the		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	15	images/10-augmentation-01-generate-more-images-imagegen.png	Data augmentation: from one t-shirt image we generate more different images	conceptual imagegen	1774x887	PASS	none	PASS	exactly the same form.	## What augmentations look like		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	27	images/10-augmentation-02-flip-rotation-shift-grids-crisp.png	The same shirt flipped horizontally, vertically and both, and rotated and shifted by different amounts	original screenshot	3000x2088	PASS	none	PASS	- changing brightness and contrast	![Zooming: zoom_x and zoom_y values from 0.25 to 4 applied to the same shirt](images/10-augmentation-03-zoom-grid-crisp.png)		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	29	images/10-augmentation-03-zoom-grid-crisp.png	Zooming: zoom_x and zoom_y values from 0.25 to 4 applied to the same shirt	original screenshot	3000x2088	PASS	none	PASS	![The same shirt flipped horizontally, vertically and both, and rotated and shifted by different amounts](images/10-augmentation-02-flip-rotation-shift-grids-crisp.png)	The idea is similar to the dropout picture from the previous unit:		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	51	images/10-augmentation-04-keras-parameters-crisp.png	The same parameters in Keras: rotation_range=30, width and height shift 10, shear, zoom_range=0.1, flips	original screenshot	3000x2082	PASS	none	PASS	```	## One important detail (and a bug in the video)		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	129	images/10-augmentation-05-nvidia-smi-cpu-bound-crisp.png	nvidia-smi during augmented training: GPU utilization down to 61%	original screenshot	3300x1782	PASS	none	PASS	well below the 95% we saw before:	![The result: training accuracy keeps growing to about 0.95 while validation stays around 0.70-0.77](images/10-augmentation-06-val-stuck-077-crisp.png)		
active	PASS	KEEP	08-deep-learning	10-augmentation.md	131	images/10-augmentation-06-val-stuck-077-crisp.png	The result: training accuracy keeps growing to about 0.95 while validation stays around 0.70-0.77	original screenshot	3000x2082	PASS	none	PASS	![nvidia-smi during augmented training: GPU utilization down to 61%](images/10-augmentation-05-nvidia-smi-cpu-bound-crisp.png)	## How to select augmentations		
active	PASS	KEEP	08-deep-learning	11-large-model.md	22	images/11-large-model-01-input-size-parameter-crisp.png	The notebook with make_model: the input size becomes a parameter, used in both input shapes	original screenshot	3000x2082	PASS	none	PASS	model. The default of 150 keeps the old behaviour:	```python		
active	PASS	KEEP	08-deep-learning	11-large-model.md	75	images/11-large-model-02-generators-shear-zoom-flip-crisp.png	The train generator with shear_range=10, zoom_range=0.1 and horizontal_flip=True	original screenshot	3000x2082	PASS	none	PASS	shear, a small zoom and a horizontal flip:	```python		
active	PASS	KEEP	08-deep-learning	11-large-model.md	111	images/11-large-model-03-checkpoint-callback-crisp.png	The checkpoint callback saving xception_v4_1 models by validation accuracy	original screenshot	3000x2082	PASS	none	PASS	the epoch and the validation accuracy:	```python		
active	PASS	KEEP	08-deep-learning	11-large-model.md	136	images/11-large-model-04-first-run-step-time-crisp.png	The first run: one step now takes about 700ms instead of 150ms, and validation accuracy is already 0.85 after the first epoch	original screenshot	3000x2082	PASS	none	PASS	droprate 0.2, and 50 epochs:	```python		
active	PASS	KEEP	08-deep-learning	11-large-model.md	163	images/11-large-model-05-training-output-crisp.png	Training output: training accuracy grows past 0.94 while validation stays around 0.86-0.89	original screenshot	3000x2082	PASS	none	PASS	epoch, so it memorizes them less easily.	The best checkpoint of this run is `xception_v4_1_13_0.903.h5` -		
active	PASS	KEEP	08-deep-learning	11-large-model.md	168	images/11-large-model-06-checkpoint-files-crisp.png	The saved checkpoints: the best one is xception_v4_1_13_0.903.h5	original screenshot	3300x1782	PASS	none	PASS	0.903 validation accuracy at epoch 13:	In all the experiments before,		
active	PASS	KEEP	08-deep-learning	12-using-model.md	36	images/12-using-model-01-fresh-notebook-imports-crisp.png	A fresh notebook: importing TensorFlow, Keras, ImageDataGenerator, load_img and preprocess_input	original screenshot	3000x2082	PASS	none	PASS	```	First we prepare the test set with the same preprocessing as for		
active	PASS	KEEP	08-deep-learning	12-using-model.md	75	images/12-using-model-02-load-model-evaluate-crisp.png	Loading xception_v4_1_13_0.903.h5 and evaluating it: about 0.90 accuracy on the test set	original screenshot	3000x2082	PASS	none	PASS	```	The test accuracy is about 90%, very close to the 0.903 validation		
active	PASS	KEEP	08-deep-learning	12-using-model.md	98	images/12-using-model-03-load-img-pants-crisp.png	Loading the image: the result of load_img is a picture of pants resized to 299x299	original screenshot	3000x2082	PASS	none	PASS	```	```python		
active	PASS	KEEP	08-deep-learning	12-using-model.md	112	images/12-using-model-04-numpy-batch-shape-crisp.png	Turning the image into a numpy array and putting it into a batch: the shape is (1, 299, 299, 3)	original screenshot	3000x2082	PASS	none	PASS	The shape is `(1, 299, 299, 3)` - a batch with one image:	Then:		
active	PASS	KEEP	08-deep-learning	12-using-model.md	156	images/12-using-model-05-classes-prediction-zip-crisp.png	Zipping the class names with the predictions: pants has the highest score	original screenshot	3000x2082	PASS	none	PASS	```	The highest score is pants (9.29), followed by shorts (3.43) - and		
active	PASS	KEEP	08-deep-learning	13-summary.md	9	images/13-summary-01-use-case-diagram-imagegen.png	The use case of this module: a user uploads an image, the fashion classification service puts it into one of ten categories	conceptual imagegen	1774x887	PASS	none	PASS	over the past lessons.	We started from a pre-trained model - Xception, trained on ImageNet -		
active	PASS	KEEP	08-deep-learning	13-summary.md	30	images/13-summary-03-explore-more-crisp.png	The notebook recap: the summary bullets and the explore-more ideas	original screenshot	3000x2040	PASS	none	PASS	- To avoid overfitting, use dropout and augmentation	The result of all this is a model that classifies clothes with about		
active	PASS	KEEP	08-deep-learning	13-summary.md	36	images/13-summary-02-final-predictions-crisp.png	The predictions we ended up with: zipping the class names with the model scores	original screenshot	3000x2082	PASS	none	PASS	load and use anywhere.	If you want to go further, the video mentions a few directions:		
active	PASS	KEEP	08-deep-learning	14-explore-more.md	5	images/14-explore-more-01-learning-paths-imagegen.png	An image dataset can be explored through augmentation, alternative architectures, or new datasets before training and classification.	conceptual imagegen	1672x941	PASS	none	PASS	**TODO**	*Figure: Different data and model choices create new paths to the same classification goal.*		
active	PASS	KEEP	08-deep-learning	install.md	9	images/install-01-gpu-stack-imagegen.png	The installation stack moves from a Windows host through WSL2, CUDA and cuDNN, and TensorFlow to a GPU verification check.	conceptual imagegen	1672x941	PASS	none	PASS	Also, welcome to edit and make corrections directly (via PRs) or let me know via Slack.	*Figure: Install the GPU-enabled stack in layers, then verify that TensorFlow can access the GPU.*		
active	PASS	KEEP	09-serverless	01-intro.md	25	images/01-intro-01-clothes-classification-use-case-imagegen.png	"Clothes classification use case: a user uploads a photo of pants, the website sends it to the clothes classification service, and the service replies ""pants"""	conceptual imagegen	1536x1024	PASS	none	PASS	"you're trying to sell pants, so we'll put it in the pants category."""	In the previous session we covered the training part of this pipeline.		
active	PASS	KEEP	09-serverless	01-intro.md	44	images/01-intro-02-aws-lambda-deployment-imagegen.png	We send the picture URL to the model deployed on AWS Lambda, and it replies with classes and scores	conceptual imagegen	1691x930	PASS	none	PASS	with a score. This is what we respond with to the user.	Inside Lambda we won't use plain TensorFlow. We will use TensorFlow		
active	PASS	KEEP	09-serverless	01-intro.md	51	images/01-intro-03-lambda-uses-tf-lite-imagegen.png	The Lambda function uses TensorFlow Lite internally to score the picture	conceptual imagegen	1835x857	PASS	none	PASS	later in the module.	## The plan		
active	PASS	KEEP	09-serverless	01-intro.md	57	images/01-intro-04-module-plan-crisp.png	The module plan: deploy the clothes classification model trained previously	original screenshot	3000x2016	PASS	none	PASS	Here's what we'll cover in this module:	- What AWS Lambda actually is, and how it differs from other approaches		
active	PASS	KEEP	09-serverless	01-intro.md	69	images/01-intro-05-module-plan-lambda-gateway-crisp.png	The plan continues: creating the lambda function and exposing it with API Gateway	original screenshot	3000x2016	PASS	none	PASS	- Exposing the Lambda function as a web service using API Gateway	That's the plan. In the next lesson we start with AWS Lambda: what it		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	17	images/02-aws-lambda-01-search-lambda-crisp.png	"Searching for Lambda in the AWS console: ""Lambda - Run Code without Thinking about Servers"""	original screenshot	3000x1896	PASS	none	PASS	"see its promise - ""Run code without thinking about servers""."	That's the main promise of Lambda. All we need to do is write some		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	41	images/02-aws-lambda-02-create-function-crisp.png	The create function form: name mlzoomcamp-test, runtime Python 3.9, x86_64 architecture	original screenshot	3000x1896	PASS	none	PASS	"so click ""Create function""."	## The lambda handler		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	67	images/02-aws-lambda-03-pong-handler-crisp.png	"The edited handler: print the parameters and return ""PONG"" - the changes are not deployed yet"	original screenshot	3000x1896	PASS	none	PASS	we can access it and do whatever we want with it.	## Testing the function		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	81	images/02-aws-lambda-04-test-pong-response-crisp.png	"After deploying: the response is ""PONG"" and the function logs show the printed event"	original screenshot	3288x1566	PASS	none	PASS	also the parameters we printed: the contents of the test event.	Now let's make the event closer to what we want for our image		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	109	images/02-aws-lambda-05-pants-response-crisp.png	"The test response: {""prediction"": ""pants""}"	original screenshot	3288x1566	PASS	none	PASS	write some code, deploy it, and test it - no EC2 instances, no servers.	![The final handler code: read the URL from the event, call predict, return the results](images/02-aws-lambda-06-final-handler-code-crisp.png)		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	111	images/02-aws-lambda-06-final-handler-code-crisp.png	The final handler code: read the URL from the event, call predict, return the results	original screenshot	3288x1566	PASS	none	PASS	"![The test response: {""prediction"": ""pants""}](images/02-aws-lambda-05-pants-response-crisp.png)"	## Serverless vs serverful		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	127	images/02-aws-lambda-07-serverless-vs-serverful-imagegen.png	The hand-drawn picture: traffic (and cost) during the day, but no requests and no cost at night	conceptual imagegen	1660x948	PASS	none	PASS	don't pay any money.	By the way, when you no longer need a function, deleting it is easy:		
active	PASS	KEEP	09-serverless	02-aws-lambda.md	146	images/02-aws-lambda-08-invite-link-function-crisp.png	The join-datatalks-club lambda function with its API Gateway trigger	original screenshot	3000x1896	PASS	none	PASS	I only pay per request.	Actually, I'm not paying anything for this function: each account gets		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	82	images/03-tensorflow-lite-01-load-keras-model-crisp.png	The notebook: importing TensorFlow 2.7.0 and loading clothing-model.h5 with Keras	original screenshot	3000x1836	PASS	none	PASS	```	We read the image, resize it to 299 by 299, convert it to an array,		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	93	images/03-tensorflow-lite-02-03-predictions-to-tflite-crisp.png	Keras prediction scores, with pants highest, followed by converting the Keras model to TF-Lite and saving clothing-model.tflite	original screenshot	2048x768	PASS	none	PASS	```	The raw predictions are scores for each class. To make them		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	139	images/03-tensorflow-lite-04-model-sizes-crisp.png	The sizes: clothing-model.h5 is 83M, the converted clothing-model.tflite is 81M	original screenshot	3000x1836	PASS	none	PASS	`clothing-model.tflite`.	## Using the TF-Lite model		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	188	images/03-tensorflow-lite-05-interpreter-indexes-crisp.png	Creating the interpreter and getting the input and output indexes	original screenshot	3000x1836	PASS	none	PASS	output.	The predictions are the same as before - it's the same model, just		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	221	images/03-tensorflow-lite-06-keras-preprocess-source-crisp.png	"The Keras source code: for mode ""tf"" the preprocessing is x /= 127.5 and x -= 1"	original screenshot	3000x720	PASS	none	PASS	We also need to make sure the array is `float32`:	```python		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	263	images/03-tensorflow-lite-07-keras-image-helper-crisp.png	Installing keras-image-helper and creating the Xception preprocessor	original screenshot	3000x1836	PASS	none	PASS	```	The predictions stay exactly the same.		
active	PASS	KEEP	09-serverless	03-tensorflow-lite.md	278	images/03-tensorflow-lite-08-tflite-runtime-install-crisp.png	The TensorFlow Lite website: installing tflite-runtime with pip	original screenshot	3000x1836	PASS	none	PASS	separate package with just the inference part - the TF-Lite runtime:	```python		
active	PASS	KEEP	09-serverless	04-preparing-code.md	14	images/04-preparing-code-01-lesson-plan-crisp.png	The plan of the lesson, from the module notes	original screenshot	3000x2016	PASS	none	PASS	locally.	> Note: the materials in this unit are outdated.		
active	PASS	KEEP	09-serverless	04-preparing-code.md	29	images/04-preparing-code-02-nbconvert-crisp.png	Running nbconvert: the notebook is converted to tensorflow-model.py	original screenshot	3000x2016	PASS	none	PASS	```	This converts the notebook to a Python file with the same name -		
active	PASS	KEEP	09-serverless	04-preparing-code.md	34	images/04-preparing-code-03-generated-script-crisp.png	The generated tensorflow-model.py with the ipython cell magics left behind	original screenshot	3000x2016	PASS	none	PASS	`tensorflow-model.py`. Let's open it.	The generated script contains all the cells of the notebook converted		
active	PASS	KEEP	09-serverless	04-preparing-code.md	52	images/04-preparing-code-04-predict-function-crisp.png	Cleaning up the generated script: the predict function, and the lambda handler about to be written	original screenshot	3312x1320	PASS	none	PASS	dictionary form:	After cleaning, the script looks like this:		
active	PASS	KEEP	09-serverless	04-preparing-code.md	113	images/04-preparing-code-06-final-script-crisp.png	The complete script: predict and lambda_handler	original screenshot	3000x2016	PASS	none	PASS	```	We rename the file to `lambda_function.py` - this is where our lambda		
active	PASS	KEEP	09-serverless	04-preparing-code.md	134	images/04-preparing-code-05-test-in-ipython-crisp.png	Testing the script in IPython: predict returns the dictionary of scores	original screenshot	3000x2016	PASS	none	PASS	```	It works: it fetches the image, prepares it, makes the prediction, and		
active	PASS	KEEP	09-serverless	05-docker-image.md	29	images/05-docker-image-01-ecr-public-gallery-crisp.png	The Amazon ECR Public Gallery: the python image by AWS Lambda, with base images for Python	original screenshot	3300x1500	PASS	none	PASS	Python 3.8:	Next, we install the dependencies. We need keras-image-helper, and we		
active	PASS	KEEP	09-serverless	05-docker-image.md	60	images/05-docker-image-02-dockerfile-crisp.png	The complete Dockerfile with the CMD instruction pointing to lambda_function.lambda_handler	original screenshot	3000x1890	PASS	none	PASS	already, and we only overwrite the arguments passed to it.	## Building and running the image		
active	PASS	KEEP	09-serverless	05-docker-image.md	98	images/05-docker-image-03-test-script-crisp.png	Creating test.py with a POST request to the local Lambda endpoint	original screenshot	3000x1890	PASS	none	PASS	```	The URL looks strange, but that's how AWS does it: this long path		
active	PASS	KEEP	09-serverless	05-docker-image.md	120	images/05-docker-image-04-glibc-error-crisp.png	The GLIBC error in the terminal: lib64/libm.so.6 version GLIBC_2.27 not found	original screenshot	3300x1578	PASS	none	PASS	version of GLIBC that doesn't exist in the container:	```text		
active	PASS	KEEP	09-serverless	05-docker-image.md	143	images/05-docker-image-05-tflite-wheels-crisp.png	The tflite folder of the tflite-aws-lambda repository with precompiled wheels; the 2.7.0-cp38 wheel is highlighted	original screenshot	3300x1590	PASS	none	PASS	matching one:	With `pip install` you can pass a URL to a wheel file instead of a		
active	PASS	KEEP	09-serverless	05-docker-image.md	161	images/05-docker-image-06-rebuild-crisp.png	Rebuilding the image: pip installs tflite-runtime-2.7.0 from the wheel and the build succeeds	original screenshot	2682x1758	PASS	none	PASS	Rebuild the image:	Then run the container again and test.		
active	PASS	KEEP	09-serverless	05-docker-image.md	170	images/05-docker-image-07-float32-error-crisp.png	The updated Dockerfile with the wheel URL, and the float32 error in the terminal	original screenshot	3300x1848	PASS	none	PASS	it before in the Flask sessions:	```text		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	36	images/06-creating-lambda-01-ecr-create-repository-crisp.png	Creating the ECR repository and installing the AWS CLI	original screenshot	2682x1758	PASS	none	PASS	details of the repository we just created:	```text		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	119	images/06-creating-lambda-02-docker-push-crisp.png	docker push uploading the image layers to our ECR registry	original screenshot	2682x1758	PASS	none	PASS	refreshing the ECR page in the console shows the image with our tag.	## Creating the function		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	135	images/06-creating-lambda-03-create-function-crisp.png	Creating the function from a container image; the console stores the image digest, and x86_64 is selected	original screenshot	3300x1608	PASS	none	PASS	preview, because the code now lives in the container image.	## Testing and configuring		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	154	images/06-creating-lambda-04-timeout-error-crisp.png	The execution result: Task timed out after 3.00 seconds	original screenshot	3300x1608	PASS	none	PASS	```	Three seconds is the default timeout, and it's not sufficient for us.		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	163	images/06-creating-lambda-05-configure-timeout-memory-crisp.png	Editing the configuration: 1024 MB of memory and a 30 second timeout	original screenshot	3300x1608	PASS	none	PASS	libraries and load the model. Save.	Test again - it's successful. We see the output we know: the		
